date,kdcode,dt,open,high,low,close,adj_close,volume
2025-02-01,TVSMOTOR.NS,2025-02-01,,,,,,
2025-02-01,HEROMOTOCO.NS,2025-02-01,4330.0,4522.9501953125,4236.0498046875,4402.14990234375,4230.4326171875,1141242.0
2025-02-01,LAURUSLABS.NS,2025-02-01,582.0,608.0,574.4000244140625,595.5999755859375,594.2975463867188,2449827.0
2025-02-01,SIEMENS.NS,2025-02-01,3597.1328125,3607.69873046875,3316.547119140625,3374.2197265625,3374.2197265625,866946.0
2025-02-01,HAPPSTMNDS.NS,2025-02-01,699.1500244140625,711.4500122070312,691.0499877929688,696.2999877929688,688.7456665039062,177800.0
2025-02-01,BIOCON.NS,2025-02-01,361.25,375.6499938964844,358.5,370.4500122070313,369.9553527832031,2156378.0
2025-02-01,IDFCFIRSTB.NS,2025-02-01,63.22999954223633,63.5,61.630001068115234,61.95000076293945,61.747894287109375,22662533.0
2025-02-01,ICICIBANK.NS,2025-02-01,1251.1500244140625,1261.3499755859375,1233.800048828125,1255.550048828125,1245.936279296875,3011914.0
2025-02-01,CAMS.NS,2025-02-01,3619.949951171875,3707.85009765625,3471.35009765625,3537.300048828125,3481.01904296875,660530.0
2025-02-01,BPCL.NS,2025-02-01,261.75,262.04998779296875,248.0,255.6499938964844,246.723876953125,11464565.0
2025-02-01,JSWSTEEL.NS,2025-02-01,947.8499755859376,955.2000122070312,911.6500244140624,934.25,931.740966796875,1339508.0
2025-02-01,BDL.NS,2025-02-01,,,,,,
2025-02-01,ITC.NS,2025-02-01,448.0,471.5,439.5499877929688,462.5499877929688,447.1240539550781,30393007.0
2025-02-01,CDSL.NS,2025-02-01,1318.949951171875,1347.0,1264.25,1306.9000244140625,1296.33056640625,4099037.0
2025-02-01,BRITANNIA.NS,2025-02-01,5160.0,5379.0,5051.0,5201.35009765625,5134.06787109375,634040.0
2025-02-01,WIPRO.NS,2025-02-01,312.54998779296875,313.25,303.3500061035156,304.79998779296875,298.9203491210937,6046117.0
2025-02-01,TATACHEM.NS,2025-02-01,985.0,988.9500122070312,952.6500244140624,964.2999877929688,953.2547607421876,349881.0
2025-02-01,ASIANPAINT.NS,2025-02-01,2312.0,2389.0,2285.300048828125,2351.14990234375,2326.02587890625,1318619.0
2025-02-01,EICHERMOT.NS,2025-02-01,5214.7998046875,5423.0498046875,5130.10009765625,5390.14990234375,5321.15283203125,609534.0
2025-02-01,COFORGE.NS,2025-02-01,1660.0,1681.0999755859375,1602.199951171875,1615.27001953125,1604.0709228515625,937265.0
2025-02-01,IIFL.NS,2025-02-01,360.5499877929688,362.7999877929688,348.5,357.8999938964844,357.8999938964844,743428.0
2025-02-01,TCS.NS,2025-02-01,4113.0,4135.89990234375,4056.0,4073.14990234375,4008.65966796875,437172.0
2025-02-01,HAVELLS.NS,2025-02-01,1574.4000244140625,1669.949951171875,1540.9000244140625,1656.199951171875,1649.85595703125,1523321.0
2025-02-01,COALINDIA.NS,2025-02-01,395.8999938964844,399.4500122070313,379.0499877929688,385.2999877929688,364.7497863769531,7015540.0
2025-02-01,SHREECEM.NS,2025-02-01,27918.94921875,27943.849609375,26419.75,27363.75,27184.501953125,30109.0
2025-02-01,SBIN.NS,2025-02-01,774.7999877929688,778.75,752.1500244140625,766.0,750.9218139648438,9363077.0
2025-02-01,AXISBANK.NS,2025-02-01,989.5,1004.9500122070312,982.0,998.1500244140624,997.2977294921876,4830391.0
2025-02-01,IEX.NS,2025-02-01,175.0,175.5500030517578,166.27999877929688,168.36000061035156,167.08119201660156,4720491.0
2025-02-01,SUZLON.NS,2025-02-01,60.5,61.06999969482422,56.5099983215332,58.15999984741211,58.15999984741211,168912946.0
2025-02-01,AARTIIND.NS,2025-02-01,447.7000122070313,463.8500061035156,439.1000061035156,459.6499938964844,458.4278564453125,2427806.0
2025-02-01,PERSISTENT.NS,2025-02-01,6047.75,6138.89990234375,5833.10009765625,5933.5498046875,5917.59521484375,317096.0
2025-02-01,BATAINDIA.NS,2025-02-01,1295.0,1385.1500244140625,1288.050048828125,1377.1500244140625,1366.7459716796875,916732.0
2025-02-01,PIIND.NS,2025-02-01,3500.0,3541.5,3431.5,3481.699951171875,3466.718505859375,108705.0
2025-02-01,GODREJPROP.NS,2025-02-01,2320.0,2402.699951171875,2258.14990234375,2360.14990234375,2360.14990234375,489813.0
2025-02-01,HINDALCO.NS,2025-02-01,594.0,595.4000244140625,582.0,586.4500122070312,582.1806030273438,1740719.0
2025-02-01,MARUTI.NS,2025-02-01,12320.0,13150.0,12228.650390625,12916.5,12778.1962890625,1101170.0
2025-02-01,MCX.NS,2025-02-01,5733.0,5825.0,5644.2001953125,5774.75,5752.77880859375,169167.0
2025-02-01,SAIL.NS,2025-02-01,107.69000244140624,108.3000030517578,104.4000015258789,106.52999877929688,105.21135711669922,12068981.0
2025-02-01,RELIANCE.NS,2025-02-01,1265.0999755859375,1270.550048828125,1241.0,1264.5999755859375,1259.5693359375,7118453.0
2025-02-01,PAGEIND.NS,2025-02-01,44775.0,47168.8984375,43605.0,46572.75,45909.30078125,48216.0
2025-02-01,HDFCAMC.NS,2025-02-01,1934.925048828125,2003.7750244140625,1885.5,1954.050048828125,1918.054931640625,502460.0
2025-02-01,ADANIENT.NS,2025-02-01,,,,,,
2025-02-01,ANGELONE.NS,2025-02-01,2344.800048828125,2520.0,2296.5,2478.89990234375,2445.229736328125,1421743.0
2025-02-01,VOLTAS.NS,2025-02-01,1270.0,1331.800048828125,1135.0,1323.949951171875,1316.6004638671875,5371015.0
2025-02-01,MARICO.NS,2025-02-01,670.6500244140625,736.9000244140625,666.0499877929688,694.2000122070312,683.7173461914062,4446114.0
2025-02-01,TATASTEEL.NS,2025-02-01,135.0,135.5,130.25,132.97000122070312,129.93972778320312,21173846.0
2025-02-01,PIDILITIND.NS,2025-02-01,1432.0,1504.2750244140625,1430.074951171875,1473.625,1463.5809326171875,329360.0
2025-02-01,RITES.NS,2025-02-01,264.3999938964844,272.54998779296875,253.5,254.6499938964844,248.84152221679688,2187814.0
2025-02-01,HCLTECH.NS,2025-02-01,1726.0,1731.949951171875,1688.0,1694.0,1648.5010986328125,569018.0
2025-02-01,RAYMOND.NS,2025-02-01,1518.0,1545.0,1490.3499755859375,1519.6500244140625,1519.6500244140625,167352.0
2025-02-01,POLYCAB.NS,2025-02-01,,,,,,
2025-02-01,SUNPHARMA.NS,2025-02-01,1740.0,1789.0,1733.300048828125,1742.199951171875,1726.0811767578125,1477972.0
2025-02-01,MAXHEALTH.NS,2025-02-01,1073.449951171875,1117.75,1067.25,1108.25,1106.9725341796875,1484218.0
2025-02-01,BEML.NS,2025-02-01,1944.800048828125,1989.5,1816.2750244140625,1834.2249755859373,1822.499755859375,1319506.0
2025-02-01,HINDUNILVR.NS,2025-02-01,2475.0,2602.0,2435.14990234375,2506.050048828125,2460.627197265625,2970999.0
2025-02-01,DATAPATTNS.NS,2025-02-01,2221.050048828125,2333.0,2062.0,2100.199951171875,2093.91748046875,321346.0
2025-02-01,LUPIN.NS,2025-02-01,2080.0,2118.60009765625,2028.699951171875,2056.25,2043.5400390625,252855.0
2025-02-01,POONAWALLA.NS,2025-02-01,,,,,,
2025-02-01,ASHOKLEY.NS,2025-02-01,108.9499969482422,110.53500366210938,102.00499725341795,103.1750030517578,100.6994400024414,27247028.0
2025-02-01,PRESTIGE.NS,2025-02-01,1370.199951171875,1490.800048828125,1370.199951171875,1431.699951171875,1430.053955078125,2982704.0
2025-02-01,TECHM.NS,2025-02-01,1674.5,1685.9000244140625,1636.699951171875,1646.4000244140625,1600.103759765625,410470.0
2025-02-01,INFY.NS,2025-02-01,1880.300048828125,1890.5999755859373,1846.0,1851.3499755859373,1798.1353759765625,1701402.0
2025-02-01,MON100.NS,2025-02-01,209.0,209.0,204.5200042724609,206.5800018310547,206.5800018310547,391743.0
2025-02-01,NAVINFLUOR.NS,2025-02-01,4121.0,4184.0,4038.64990234375,4132.64990234375,4122.30517578125,179862.0
2025-02-01,RAILTEL.NS,2025-02-01,408.5,426.3999938964844,367.6000061035156,378.6499938964844,375.4500427246094,8084800.0
2025-02-01,INDIGO.NS,2025-02-01,4340.0,4516.9501953125,4285.7001953125,4492.39990234375,4484.82080078125,642870.0
2025-02-01,HDFCBANK.NS,2025-02-01,848.75,856.5,838.0250244140625,845.4749755859375,834.1991577148438,5587528.0
2025-02-01,KOTAKBANK.NS,2025-02-01,,,,,,
2025-02-01,OBEROIRLTY.NS,2025-02-01,1813.449951171875,1853.75,1765.0,1844.25,1837.6796875,534832.0
2025-02-01,M&M.NS,2025-02-01,,,,,,
2025-02-01,AUROPHARMA.NS,2025-02-01,1179.449951171875,1179.449951171875,1136.449951171875,1142.5999755859375,1138.3270263671875,404202.0
