date,kdcode,dt,open,high,low,close,adj_close,volume
2025-01-06,TVSMOTOR.NS,2025-01-06,,,,,,
2025-01-06,HEROMOTOCO.NS,2025-01-06,4259.0,4300.0,4187.75,4202.7998046875,4038.858642578125,813031.0
2025-01-06,LAURUSLABS.NS,2025-01-06,615.2999877929688,615.9000244140625,594.0,599.5499877929688,598.2388916015625,1622012.0
2025-01-06,SIEMENS.NS,2025-01-06,3891.102294921875,3893.831787109375,3771.76513671875,3799.76513671875,3786.4287109375,489305.0
2025-01-06,HAPPSTMNDS.NS,2025-01-06,738.0999755859375,739.7999877929688,707.0,712.0999755859375,704.374267578125,328121.0
2025-01-06,BIOCON.NS,2025-01-06,369.4500122070313,372.7999877929688,356.75,358.1000061035156,357.6218566894531,1962539.0
2025-01-06,IDFCFIRSTB.NS,2025-01-06,66.01000213623047,66.19999694824219,62.29999923706055,62.61000061035156,62.40574264526367,30933757.0
2025-01-06,ICICIBANK.NS,2025-01-06,1268.050048828125,1277.75,1257.0,1264.0999755859375,1254.4207763671875,7504047.0
2025-01-06,CAMS.NS,2025-01-06,5092.4501953125,5126.9501953125,4837.9501953125,4852.60009765625,4775.39208984375,334884.0
2025-01-06,BPCL.NS,2025-01-06,296.3999938964844,297.25,284.1000061035156,284.8500061035156,269.5777893066406,7361716.0
2025-01-06,JSWSTEEL.NS,2025-01-06,915.0499877929688,919.8499755859376,897.9000244140625,900.9000244140624,898.4805908203125,1104617.0
2025-01-06,BDL.NS,2025-01-06,,,,,,
2025-01-06,ITC.NS,2025-01-06,455.6000061035156,461.75,441.25,442.6499938964844,427.8877258300781,22009958.0
2025-01-06,CDSL.NS,2025-01-06,1807.4000244140625,1816.9000244140625,1723.0,1731.25,1717.24853515625,2547576.0
2025-01-06,BRITANNIA.NS,2025-01-06,4873.5,4873.5,4773.2998046875,4791.25,4729.2724609375,619930.0
2025-01-06,WIPRO.NS,2025-01-06,295.0,297.79998779296875,290.54998779296875,294.29998779296875,282.9994812011719,9173687.0
2025-01-06,TATACHEM.NS,2025-01-06,1034.449951171875,1034.449951171875,986.0,991.25,979.8960571289062,1560552.0
2025-01-06,ASIANPAINT.NS,2025-01-06,2335.949951171875,2340.0,2256.699951171875,2267.14990234375,2242.92333984375,1190987.0
2025-01-06,EICHERMOT.NS,2025-01-06,5310.75,5350.0,5188.4501953125,5250.10009765625,5182.89599609375,419050.0
2025-01-06,COFORGE.NS,2025-01-06,1933.9300537109373,1950.4000244140625,1920.0,1926.3499755859373,1908.8385009765625,1655670.0
2025-01-06,IIFL.NS,2025-01-06,422.2000122070313,424.8500061035156,401.2999877929688,404.4500122070313,404.4500122070313,1617044.0
2025-01-06,TCS.NS,2025-01-06,4105.5,4149.64990234375,4066.39990234375,4095.0,3957.34619140625,2085593.0
2025-01-06,HAVELLS.NS,2025-01-06,1701.0,1704.699951171875,1639.1500244140625,1646.1500244140625,1635.6839599609375,442325.0
2025-01-06,COALINDIA.NS,2025-01-06,394.0499877929688,394.0499877929688,377.1499938964844,378.75,353.3345642089844,8774141.0
